Date,AAPL,ABT,ACN,ADBE,AMAT,AMD,AMGN ,AMZN ,ASML ,AVGO ,AXP ,AZN ,BA ,BABA ,BAC ,BHP ,BKNG ,BMY ,BP ,CAT ,CMCSA ,COP ,COST ,CRM ,CSCO ,CVX ,DE ,DHR ,DIS ,ELV ,EQNR ,GE ,GOOG ,GOOGL ,HD ,HDB ,HON ,HSBC ,IBM ,INTC ,INTU ,JNJ ,JPM ,KO ,LIN ,LLY ,LMT ,LOW ,MA ,MCD ,META ,MRK ,MS ,MSFT ,MUFG ,NEE ,NFLX ,NKE ,NVDA ,NVO ,NVS ,ORCL ,PBR ,PEP ,PFE ,PM ,QCOM ,RTX ,RY ,SAP ,SBUX ,SHEL ,SNY ,SONY ,T ,TD ,TJX ,TM ,TMO ,TMUS ,TSLA ,TSM ,TTE ,TXN ,UL ,UNH ,UNP ,UPS ,V ,VZ ,WFC ,WMT ,XOM ,ABEV,ADM,ADSK,AEG,AEP,AFL,AIG,ALC,ALL,APH,APO,AVTR,AZO,BBVA,BCE,BIDU,BIIB,BKR,BN,BNS,CAG,CARR,CCI,CCL,CE,CEG,CNC,COF,COR,CPRT,CRBG,CRH,CRWD,CTVA,CVE,D,DD,DELL,DHI,DLR,DOW,DT,EA,ECL,EL,ENPH,ENTG,ESS,ET,EW,EXC,F,FCX,FTNT,FWON,GIS,GM,GWW,HAL,HES,HLN,HLT,HSY,IBKR,IDXX,ING,IQV,JCI,JD,KDP,KHC,KKR,KMB,KMI,KVUE,LHX,LI,LII,LULU,LVS,LW,MCHP,MET,MFG,MMM,MPLX,MRVL,MSCI,MSI,NGG,NIO,NSC,NU,NUE,NXPI,O,ODFL,ON,OVV,PAYX,PCAR,PCG,PH,PLTR,PNC,PSA,PSX,ROST,RSG,SGEN,SHG,SNA,SNOW,SPG,SRE,STM,STZ,SU,SYY,TAK,TDG,TEAM,TEL,TER,TFC,TRP,TRV,TT,TTD,USB,VLO,VRSK,VRT,WCN,WELL,WMB,WSO,XEL,YUM,AA,AEL,ALKS,AVT,BRZE,COLB,CPG,FIVN,GBDC,GME,HOMB,INTA,IPGP,KFY,LITE,PAGS,POR,QDEL,R,RNG,SITC,SKT,SPT,SXT,THG,TMHC,VMI,VVV,YY,ARCB,AUB,GDRX,GLPG,INDB,MGPI,MOD,RNW,TR,Maturity
1/1/2014,0.03,0.00,0.01,0.00,0.01,0.01,0.00,0.04,0.01,,0.01,0.01,0.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.03,0.03,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.03,0.00,0.00,0.00,,0.02,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.12,0.00,0.00,0.01,0.00,0.00,0.01,,0.00,0.02,,,0.00,0.00,0.02,0.00,0.00,0.00,,0.01,0.01,,0.01,0.00,0.01,,0.01,0.00,0.01,0.07,,0.00,,,,0.01,,,0.01,0.00,,,0.00,0.00,0.01,,0.06,0.00,0.05,0.01,0.00,0.07,0.01,,,0.01,,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.02,,0.01,,,0.00,,,,,0.00,0.02,0.03,,0.02,0.00,-0.01,0.00,,0.01,0.00,0.01,0.00,,0.00,,0.00,,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.00,,0.00,0.00,,0.01,0.00,0.01,0.00,0.00,,0.00,0.01,0.01,0.00,0.00,0.01,,0.01,,0.01,0.03,0.00,0.01,0.00,,,0.00,0.01,,,0.01,0.00,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,,0.01,0.01,,,0.01,0.02,,0.01,0.01,,,0.01,0.01,0.00,,0.03,0.01,,0.00,0.00,,0.00,,,0.00,0.00,,,0.00,0.04,0.01,,0.00,5_year
1/1/2015,0.01,0.00,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,-0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.01,,0.00,0.01,,,0.00,-0.01,0.01,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,0.01,0.00,0.00,0.03,,0.00,,,0.00,0.00,,,0.01,0.00,,,0.00,0.00,0.01,,0.02,0.00,0.02,0.01,0.00,0.00,0.00,0.03,,0.00,,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.01,,0.00,,,0.00,,,,,0.00,0.00,0.01,,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.01,0.00,0.00,,0.01,,0.00,0.01,0.00,0.00,0.00,,,0.01,0.01,0.00,,0.00,0.00,0.01,0.00,0.01,0.00,,0.01,0.01,0.00,,0.00,0.00,,,0.00,0.01,,0.01,0.00,,,0.01,0.00,0.00,,0.01,0.01,,0.00,0.00,,0.00,,,0.00,0.01,,,0.00,0.00,0.00,,0.00,5_year
1/1/2016,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,-0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,-0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,,,0.00,-0.01,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,0.01,0.00,0.00,0.01,,0.00,,,-0.01,0.00,,,0.01,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,0.00,,,,,0.00,0.00,0.00,,0.00,0.00,-0.02,0.00,,-0.01,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00,-0.01,0.01,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.01,0.00,,0.00,0.00,,0.00,0.00,0.01,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,,,0.00,0.00,,,0.00,0.00,-0.01,,0.00,5_year
1/1/2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.01,-0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,-0.02,-0.01,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,-0.01,0.00,,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.01,-0.02,-0.01,-0.01,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,0.00,-0.01,,,,0.00,0.00,0.00,,0.00,0.00,-0.04,0.00,,0.00,0.00,0.00,0.00,,0.00,,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,-0.01,,-0.01,-0.02,0.01,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,,,0.00,0.00,,,0.00,0.01,0.00,,0.00,5_year
1/1/2018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,-0.01,0.00,0.00,-0.01,0.00,-0.01,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.02,-0.01,-0.01,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.02,-0.01,0.00,0.00,0.00,0.00,0.03,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,-0.04,-0.01,0.00,-0.05,0.00,-0.01,0.00,,0.00,0.00,0.00,,0.00,-0.04,-0.01,0.00,0.00,-0.01,,-0.01,-0.01,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,-0.01,,,-0.02,-0.01,,,0.00,0.00,,,0.00,0.00,0.00,-0.03,0.00,0.00,-0.01,0.00,-0.01,-0.04,-0.01,-0.01,,0.00,-0.01,0.00,0.00,0.00,,,0.00,0.00,0.00,-0.01,,-0.01,,0.00,,-0.01,0.00,-0.02,,,,0.00,0.00,0.00,,0.00,0.00,-0.15,0.00,-0.02,0.00,0.00,0.00,-0.01,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,-0.01,0.00,0.00,-0.01,0.00,,0.00,,0.00,0.00,-0.01,-0.01,0.00,,,-0.01,0.00,0.00,,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,-0.01,,0.00,-0.02,,-0.03,-0.06,0.00,,0.00,0.00,,,-0.01,0.00,0.00,,-0.02,-0.01,,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.02,0.00,,-0.01,5_year
1/1/2019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,-0.01,-0.01,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.06,0.00,0.00,0.00,0.01,-0.01,0.00,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,-0.01,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.01,-0.05,-0.01,0.00,-0.07,0.00,-0.01,0.00,,0.00,0.00,0.00,,0.00,-0.04,-0.01,0.00,0.00,-0.01,,-0.01,-0.01,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,-0.01,,,-0.02,-0.01,,,0.00,0.00,,,0.00,0.00,0.00,-0.01,0.00,0.00,-0.03,0.00,-0.01,-0.04,-0.02,0.00,-0.01,-0.01,-0.01,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.02,0.00,-0.01,,0.00,,-0.01,0.00,-0.03,,,,0.00,0.00,0.00,,0.00,-0.01,-0.22,0.00,-0.02,-0.01,0.00,0.00,-0.01,,0.00,,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,,0.00,0.00,-0.01,-0.01,0.00,,,-0.01,0.00,0.00,,0.00,0.00,-0.02,0.00,0.00,0.00,,-0.01,0.00,-0.01,,-0.01,-0.03,,-0.05,-0.05,-0.02,,0.00,0.00,,,-0.01,0.00,0.00,0.00,-0.02,-0.01,,-0.01,0.00,-0.01,0.00,,0.00,0.00,-0.01,,,0.00,0.01,-0.01,,-0.01,5_year
1/1/2020,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,-0.01,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.01,,0.00,,,-0.01,0.00,,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,-0.01,,,,0.00,0.00,0.00,,0.00,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,-0.01,0.01,0.00,-0.02,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,5_year
1/1/2021,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.02,,0.00,,,0.00,0.00,,,0.00,0.00,,,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,0.00,0.00,-0.02,0.00,0.00,0.01,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,-0.01,0.01,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,5_year
1/1/2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,-0.09,0.00,0.00,-0.06,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,-0.04,-0.01,0.00,0.00,-0.01,,0.00,-0.01,,0.00,-0.01,0.00,,0.00,0.00,0.00,0.01,,0.00,,,-0.01,-0.01,,0.00,0.00,0.00,,,0.00,0.00,0.00,0.04,0.00,0.00,-0.02,0.00,-0.01,-0.01,0.00,0.01,0.00,-0.01,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,-0.02,-0.01,0.00,0.00,-0.02,,,,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,-0.01,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.02,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,-0.01,0.00,,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,,0.02,0.00,0.00,0.00,,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.01,-0.01,-0.01,,-0.01,-0.04,0.00,-0.03,0.00,-0.01,,0.00,0.00,0.00,,-0.01,0.00,0.00,0.00,-0.02,-0.01,,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.01,,0.00,0.00,0.00,-0.01,,-0.01,5_year
1/1/2023,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,-0.01,0.00,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.02,-0.01,0.00,0.00,0.00,-0.01,0.00,-0.03,-0.01,-0.01,0.00,-0.01,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.09,-0.01,0.00,0.00,0.00,0.00,-0.01,0.00,-0.03,0.00,-0.01,-0.01,0.00,-0.01,-0.01,0.00,-0.01,-0.02,-0.01,0.00,-0.04,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.02,0.00,0.00,0.00,0.00,-0.02,-0.01,-0.01,-0.01,-0.26,-0.01,0.00,-0.13,-0.01,-0.01,0.00,,-0.01,-0.01,0.00,,0.00,-0.09,-0.02,0.00,0.00,-0.02,,-0.01,-0.02,,0.00,-0.02,0.00,,-0.01,0.00,0.00,-0.01,,-0.01,,,-0.02,-0.01,-0.01,-0.01,0.00,0.00,,,-0.01,0.00,0.00,0.02,0.00,0.00,-0.05,0.00,-0.02,-0.02,-0.01,0.00,-0.01,-0.01,-0.01,0.00,-0.01,0.00,,0.00,0.00,-0.01,0.00,-0.04,0.00,-0.01,-0.01,-0.04,-0.02,0.00,-0.01,-0.05,,,,0.00,0.00,-0.01,0.00,-0.01,-0.01,-0.28,-0.01,-0.03,0.00,0.00,0.00,-0.01,,0.00,,0.00,0.00,-0.01,0.00,0.00,-0.01,0.00,-0.01,-0.05,0.00,,0.00,0.00,-0.01,-0.01,0.00,0.00,-0.02,0.00,,0.00,-0.01,-0.01,0.00,-0.02,-0.01,,0.00,0.00,0.00,0.00,-0.01,-0.02,-0.01,,0.00,-0.01,0.00,0.00,,-0.01,-0.01,-0.02,0.00,-0.01,-0.01,0.00,-0.01,-0.02,-0.02,,-0.02,-0.07,0.00,-0.07,0.00,-0.03,,0.00,-0.01,-0.01,,-0.02,0.00,-0.01,0.00,-0.04,-0.03,,-0.01,-0.01,-0.01,0.00,-0.02,-0.01,0.00,-0.02,,-0.01,-0.01,0.00,-0.01,,-0.01,5_year
10/27/2023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.01,,0.00,,,0.01,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,5_year
1/1/1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_year
1/1/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_year
1/1/1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_year
1/1/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_year
1/1/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_year
1/1/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10_year
