Date,AAPL,ABT,ACN,ADBE,AMAT,AMD,AMGN ,AMZN ,ASML ,AVGO ,AXP ,AZN ,BA ,BABA ,BAC ,BHP ,BKNG ,BMY ,BP ,CAT ,CMCSA ,COP ,COST ,CRM ,CSCO ,CVX ,DE ,DHR ,DIS ,ELV ,EQNR ,GE ,GOOG ,GOOGL ,HD ,HDB ,HON ,HSBC ,IBM ,INTC ,INTU ,JNJ ,JPM ,KO ,LIN ,LLY ,LMT ,LOW ,MA ,MCD ,META ,MRK ,MS ,MSFT ,MUFG ,NEE ,NFLX ,NKE ,NVDA ,NVO ,NVS ,ORCL ,PBR ,PEP ,PFE ,PM ,QCOM ,RTX ,RY ,SAP ,SBUX ,SHEL ,SNY ,SONY ,T ,TD ,TJX ,TM ,TMO ,TMUS ,TSLA ,TSM ,TTE ,TXN ,UL ,UNH ,UNP ,UPS ,V ,VZ ,WFC ,WMT ,XOM ,ABEV,ADM,ADSK,AEG,AEP,AFL,AIG,ALC,ALL,APH,APO,AVTR,AZO,BBVA,BCE,BIDU,BIIB,BKR,BN,BNS,CAG,CARR,CCI,CCL,CE,CEG,CNC,COF,COR,CPRT,CRBG,CRH,CRWD,CTVA,CVE,D,DD,DELL,DHI,DLR,DOW,DT,EA,ECL,EL,ENPH,ENTG,ESS,ET,EW,EXC,F,FCX,FTNT,FWON,GIS,GM,GWW,HAL,HES,HLN,HLT,HSY,IBKR,IDXX,ING,IQV,JCI,JD,KDP,KHC,KKR,KMB,KMI,KVUE,LHX,LI,LII,LULU,LVS,LW,MCHP,MET,MFG,MMM,MPLX,MRVL,MSCI,MSI,NGG,NIO,NSC,NU,NUE,NXPI,O,ODFL,ON,OVV,PAYX,PCAR,PCG,PH,PLTR,PNC,PSA,PSX,ROST,RSG,SGEN,SHG,SNA,SNOW,SPG,SRE,STM,STZ,SU,SYY,TAK,TDG,TEAM,TEL,TER,TFC,TRP,TRV,TT,TTD,USB,VLO,VRSK,VRT,WCN,WELL,WMB,WSO,XEL,YUM,AA,AEL,ALKS,AVT,BRZE,COLB,CPG,FIVN,GBDC,GME,HOMB,INTA,IPGP,KFY,LITE,PAGS,POR,QDEL,R,RNG,SITC,SKT,SPT,SXT,THG,TMHC,VMI,VVV,YY,ARCB,AUB,GDRX,GLPG,INDB,MGPI,MOD,RNW,TR,Maturity
1/1/1998,-1.75,-0.04,,-0.07,-0.03,-0.02,-0.04,,,,-0.02,-0.06,-0.01,,-0.02,-0.03,,-0.01,-0.04,-0.03,-0.07,-0.08,-0.02,,-0.01,-0.04,-0.02,-0.06,-0.02,,,0.00,,,-0.02,,-0.02,,-0.01,-0.01,-0.04,-0.03,-0.01,-0.02,-0.02,0.00,-0.03,-0.08,,-0.04,,-0.02,-0.01,-0.01,,-0.24,,-0.06,,-0.38,,-0.07,,-0.02,-0.02,,-0.18,-0.03,,,-0.11,,,-0.01,-0.06,,-0.06,-0.02,-0.01,,,,-0.06,-0.03,-0.05,-0.06,-0.06,,,-0.04,-0.03,-0.02,-0.04,,-0.04,-0.03,-0.01,-0.06,-0.07,-0.15,,-0.01,-0.16,,,-0.01,-0.04,-0.14,,0.11,-0.01,,,-0.04,,,-0.02,,,,-0.01,,-1.53,,-0.05,,,,-0.12,,,-0.06,,,,-0.04,-0.04,,,,-0.04,,,-0.09,-0.04,,,,-0.10,,-0.02,-0.01,-0.06,,,-0.02,,-0.04,,,-0.02,,,,,-0.02,,,,,,,,,-0.10,,,-0.03,,,,-0.01,,,-0.04,,-0.08,,-0.33,-0.30,,,-0.02,-0.10,-0.05,-0.02,,-0.01,-0.05,,0.02,,,,-0.02,,-0.09,,-0.03,-0.06,-0.11,-0.11,,,,,-0.01,-0.02,-0.10,-0.02,,,-0.02,-0.06,,,,-0.11,-0.04,-0.02,-0.12,,,,0.02,-0.02,,-0.03,,,,,,,,,,,,-0.07,-0.03,,-0.12,-0.39,,-0.05,,,-0.02,,,-0.03,,,,-0.03,-0.10,-0.04,,-0.02,3_year
1/1/1999,-0.61,-0.03,,-0.03,-0.02,-0.02,-0.02,,-0.01,,-0.01,-0.06,-0.02,,-0.02,-0.06,,-0.01,-0.03,-0.03,-0.03,-0.07,-0.01,,0.00,-0.04,-0.03,-0.03,-0.02,,,0.00,,,-0.01,,-0.01,,0.00,-0.01,-0.03,-0.03,-0.02,-0.03,-0.03,-0.01,-0.02,-0.04,,-0.03,,-0.02,-0.01,0.00,,-0.20,,-0.09,,-0.49,,-0.02,,-0.03,-0.01,,-0.01,-0.03,-0.06,-0.01,-0.10,,,-0.01,-0.06,,0.01,-0.01,-0.01,,,,-0.05,-0.01,-0.04,-0.07,-0.06,,,-0.03,-0.04,-0.01,-0.03,,-0.04,-0.03,0.00,-0.04,-0.06,-0.12,,-0.02,-0.15,,,-0.01,-0.03,-0.07,,-0.01,-0.02,,,-0.04,,,-0.01,,,,0.00,-0.04,-1.10,,-0.04,,,,-0.09,,,-0.06,,,,-0.02,-0.04,-0.03,,,-0.05,,,-0.07,-0.02,-0.06,,,-0.09,,-0.02,-0.02,-0.05,,,-0.03,,-0.04,,,-0.01,,,,,-0.03,,,,,,,,,-0.07,,,-0.03,,,,-0.01,,,-0.03,,-0.08,,-0.40,-0.27,,,-0.02,-0.10,-0.03,-0.02,,-0.02,-0.07,,-0.08,,,,-0.03,,-0.09,,-0.02,-0.06,-0.13,-0.06,,,,,-0.01,-0.02,-0.11,-0.03,,,-0.03,-0.09,,,,-0.08,-0.03,-0.03,-0.09,,,,-0.01,-0.02,,-0.03,,,,,,,,,,,,-0.08,-0.03,,-0.12,-0.32,,-0.06,-0.01,,-0.03,,,-0.03,-0.07,,,-0.04,-0.09,-0.03,,-0.02,3_year
1/1/2000,-0.14,-0.04,,-0.01,0.00,-0.01,-0.01,,0.00,,-0.01,-0.07,-0.01,,-0.03,-0.07,,-0.02,-0.04,-0.04,-0.02,-0.06,-0.01,,0.00,-0.05,-0.03,-0.05,-0.02,,,0.00,,,0.00,,-0.01,,-0.01,-0.01,0.00,-0.03,-0.02,-0.04,-0.03,-0.01,-0.02,-0.04,,-0.03,,-0.02,-0.01,0.00,,-0.17,,-0.13,,-0.44,-0.04,0.00,,-0.03,-0.03,,0.04,-0.03,-0.08,0.00,-0.12,,,0.00,-0.06,-0.09,-0.16,-0.01,-0.01,,,,-0.06,0.00,-0.06,-0.04,-0.08,,,-0.03,-0.05,0.00,-0.05,,-0.06,-0.03,-0.02,-0.05,-0.05,-0.04,,-0.02,-0.10,,,-0.02,-0.10,-0.04,,0.00,-0.02,,,-0.07,,,-0.01,,,,-0.01,-0.04,-0.07,,-0.05,,,,-0.06,,,-0.08,,,,-0.01,-0.05,-0.03,,,-0.03,,,-0.05,-0.03,-0.07,,,-0.10,,-0.02,-0.02,-0.05,,,-0.04,,-0.07,-0.04,,-0.02,,,,,-0.02,,,,,,,,,-0.05,,,-0.03,,,,0.00,,,-0.04,,-0.08,,-0.39,-0.48,,,-0.02,-0.18,-0.04,-0.02,,-0.02,-0.08,,-0.22,,,,-0.03,,-0.13,,-0.01,-0.12,-0.19,-0.04,,,,,0.00,-0.04,-0.13,-0.02,,,-0.06,-0.12,,,,-0.12,-0.04,-0.06,-0.08,,,,-0.01,-0.02,,-0.06,,,,,,,,,,,,-0.06,-0.04,,-0.13,-0.39,,-0.07,-0.01,,-0.04,,,-0.02,-0.11,,,-0.09,-0.13,-0.04,,-0.02,3_year
1/1/2001,-0.15,-0.02,,0.00,0.00,0.00,0.00,-0.02,0.00,,-0.01,-0.04,-0.01,,-0.02,-0.03,,-0.01,-0.02,-0.03,-0.02,-0.03,-0.01,,0.00,-0.03,-0.04,-0.02,-0.01,,,0.00,,,-0.01,,-0.01,,0.00,-0.01,0.00,-0.01,-0.01,-0.03,-0.02,-0.01,-0.01,-0.02,,-0.02,,-0.01,0.00,-0.01,,-0.09,,-0.05,,-0.26,-0.02,0.01,,-0.02,-0.02,,0.01,-0.01,-0.06,-0.01,-0.04,,,0.00,-0.04,-0.07,-0.09,-0.01,-0.01,,,-0.01,-0.04,0.00,-0.04,-0.02,-0.06,,,-0.03,-0.03,-0.01,-0.03,-0.49,-0.05,-0.02,-0.01,-0.02,-0.02,0.00,,-0.01,-0.08,,,-0.01,-0.09,0.00,,0.01,-0.01,,,-0.04,,,-0.01,,,,0.00,-0.02,0.02,,-0.04,,,,-0.03,,,-0.04,,,,-0.01,-0.03,-0.02,,,-0.01,,,-0.01,-0.02,-0.05,,,-0.04,,-0.01,-0.02,-0.02,,,-0.03,,-0.04,-0.02,,-0.01,,,,,-0.01,,,,,,,,,-0.03,,,-0.01,,,,0.00,,,-0.02,,-0.05,,-0.14,-0.41,,,0.00,-0.11,-0.02,-0.02,,-0.01,-0.04,,-0.12,,,,-0.03,,-0.06,,0.00,-0.06,-0.09,-0.01,,,,,0.00,-0.03,-0.10,-0.01,,,-0.03,-0.07,,,,-0.05,-0.02,-0.04,-0.04,-0.05,,,0.00,-0.01,,-0.05,,,,,,,,,,,,-0.03,-0.04,,-0.04,-0.30,,-0.03,-0.01,,-0.03,,,-0.01,-0.07,,,-0.04,-0.07,-0.02,,-0.01,3_year
1/1/2002,-0.16,-0.01,,0.00,0.00,0.00,0.00,-0.07,0.00,,-0.01,-0.02,0.00,,-0.01,-0.02,,-0.01,-0.02,-0.01,-0.02,-0.01,0.00,,-0.01,-0.01,-0.02,-0.02,-0.01,,,0.00,,,0.00,,-0.01,,0.00,0.00,0.00,-0.01,-0.01,-0.02,-0.01,0.00,-0.01,-0.01,,-0.01,,-0.01,0.00,-0.01,,-0.06,,-0.03,,-0.10,-0.02,0.00,,-0.01,-0.01,,0.01,-0.01,-0.03,0.00,-0.04,,,0.00,-0.02,-0.03,-0.06,0.00,0.00,,,0.00,-0.02,0.00,-0.03,0.00,-0.03,,,-0.01,-0.02,-0.01,-0.01,-0.15,-0.03,-0.01,-0.01,-0.01,-0.02,0.00,,-0.01,0.00,,,0.00,-0.05,0.00,,0.01,0.00,,,-0.03,,-0.01,-0.01,,,,0.00,-0.01,0.08,,-0.02,,,,-0.01,,,-0.02,,,,0.00,-0.02,-0.02,,,-0.01,,,-0.02,-0.02,-0.02,,,-0.02,,0.00,-0.01,-0.01,,,-0.01,,-0.03,-0.01,,0.00,,,,,-0.01,,,,,,,,,-0.01,,,-0.01,,,,0.00,,,-0.02,,-0.02,,-0.05,-0.11,,,0.00,-0.03,-0.01,-0.01,,0.00,-0.01,,-0.04,-0.03,,,-0.01,,-0.03,-0.03,0.00,-0.02,-0.02,-0.01,,,,,0.00,-0.02,-0.06,0.00,,,-0.02,-0.02,,,-0.02,-0.03,-0.01,-0.03,-0.01,-0.04,,,0.00,-0.01,,-0.04,,,,,,,,,,,,0.00,-0.02,,-0.02,-0.11,,-0.02,0.00,,-0.01,,,0.01,-0.02,,,-0.02,-0.03,-0.01,,-0.01,3_year
1/1/2003,-0.38,-0.01,,0.00,-0.01,0.00,0.00,-0.06,0.00,,-0.01,-0.01,0.00,,0.00,-0.02,0.00,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,,-0.01,-0.01,-0.01,-0.01,-0.01,,,0.00,,,0.00,,-0.01,-0.01,0.00,-0.01,-0.01,0.00,-0.01,-0.01,-0.01,0.00,0.00,0.00,,-0.01,,-0.01,0.00,-0.01,,-0.03,,-0.02,-0.01,-0.09,-0.01,-0.01,,-0.01,-0.01,,-0.01,0.00,-0.01,0.00,-0.01,,,0.00,-0.02,-0.02,-0.01,0.00,0.00,,,-0.01,-0.01,-0.01,-0.02,0.01,-0.02,-0.01,,-0.01,-0.01,-0.01,-0.01,-0.16,-0.02,-0.01,-0.01,-0.01,-0.01,0.00,,0.00,-0.03,,,0.00,-0.03,-0.02,,0.00,0.00,,-0.01,-0.02,,-0.01,-0.01,,,,0.00,0.01,-0.07,,-0.02,,,,-0.01,,,0.00,,,,0.00,-0.01,-0.01,,,0.00,,,-0.01,-0.01,-0.01,,,-0.01,,0.00,-0.01,-0.01,,,-0.01,,0.00,-0.01,,-0.01,,,,,-0.01,,,,,-0.01,,,,-0.01,,,0.00,,,,0.00,,,-0.01,,-0.02,,0.00,0.01,,,0.00,-0.01,-0.01,-0.01,,0.00,0.00,,0.00,-0.01,,,-0.01,,0.00,-0.01,-0.01,0.00,-0.02,-0.01,,,,,0.00,-0.01,-0.01,0.00,,,-0.01,-0.01,,,0.01,0.00,-0.01,-0.01,-0.01,-0.01,,,0.00,-0.01,,-0.01,,,,,,,,-0.01,,,,-0.01,-0.01,,0.00,-0.01,,-0.01,0.00,,-0.01,,,0.00,0.00,,,0.00,-0.01,-0.01,,0.00,3_year
1/1/2004,-0.14,-0.01,,-0.01,-0.01,-0.01,0.00,0.01,-0.01,,-0.01,-0.02,-0.01,,-0.01,-0.03,0.00,-0.01,-0.01,0.00,-0.03,-0.01,-0.01,,-0.01,-0.01,-0.01,-0.01,-0.01,,,0.00,,,-0.01,,-0.01,-0.01,0.00,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,0.00,,-0.01,,-0.01,-0.01,-0.01,,-0.08,,-0.03,-0.02,-0.12,-0.02,-0.02,-0.04,-0.01,-0.02,,-0.01,-0.01,-0.02,0.00,-0.02,,,-0.01,-0.03,-0.02,-0.05,-0.01,-0.01,,,-0.02,-0.01,-0.01,-0.03,0.00,-0.03,-0.01,,-0.02,-0.02,-0.01,-0.01,-0.20,-0.02,0.00,-0.02,-0.01,-0.03,-0.01,,-0.01,-0.04,,,0.00,-0.04,-0.03,,0.00,-0.01,,-0.01,-0.03,,-0.02,-0.01,,,,0.00,-0.02,-0.09,,-0.02,,,,-0.02,,,0.00,,,,0.00,-0.01,-0.02,,-0.01,-0.01,,-0.07,-0.02,-0.02,0.01,,,-0.04,,-0.01,-0.02,-0.01,,,-0.01,,-0.01,-0.01,,-0.01,,,,,-0.01,,,,,0.00,,,,-0.01,-0.01,,-0.01,,-0.01,,0.00,,,-0.01,,-0.01,,-0.02,0.04,-0.01,,-0.01,0.00,-0.01,-0.01,,-0.01,0.00,,0.01,-0.02,,,-0.01,,0.00,-0.02,-0.01,0.00,-0.01,-0.01,,,,,0.00,-0.02,-0.01,-0.01,,,-0.01,-0.02,,,-0.04,0.00,-0.02,-0.01,-0.02,-0.01,,,-0.01,0.00,,-0.01,,,,,,,,-0.01,,,,0.00,0.00,,0.00,-0.01,,-0.02,0.00,,-0.01,,,0.00,0.00,,,0.00,-0.01,-0.01,,-0.01,3_year
1/1/2005,-0.09,-0.04,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,,-0.01,-0.04,-0.01,,-0.02,-0.02,-0.01,-0.05,-0.02,-0.01,-0.07,-0.02,-0.02,,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,0.00,,,-0.02,-0.04,-0.03,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.05,-0.01,-0.02,-0.02,-0.02,,-0.02,,-0.02,-0.01,-0.04,-0.03,-0.10,,-0.05,-0.12,-0.25,-0.03,-0.05,-0.04,-0.02,-0.04,,-0.01,-0.01,-0.02,-0.01,-0.01,,,-0.01,-0.12,-0.03,-0.12,-0.01,-0.02,,,-0.06,-0.02,-0.01,-0.06,-0.01,-0.05,-0.01,,-0.05,-0.04,-0.02,-0.02,-0.09,-0.03,0.00,-0.06,-0.04,-0.04,-0.04,,-0.02,-0.10,,,0.00,-0.07,-0.05,,-0.01,-0.02,,-0.02,-0.05,,-0.02,-0.01,,,-0.01,-0.01,-0.04,-0.29,,-0.03,,,,-0.04,,,-0.01,,,,0.00,-0.02,-0.02,,-0.03,-0.01,,-0.18,-0.02,-0.04,-0.01,,,-0.09,,-0.01,-0.01,-0.01,,,-0.01,,-0.02,-0.02,,-0.03,,,,,-0.02,,,,,-0.02,,,,-0.04,-0.02,,-0.01,,-0.01,,-0.01,,,-0.01,,-0.02,,-0.04,0.02,-0.02,,-0.02,-0.01,-0.02,-0.01,,-0.02,-0.01,,-0.05,-0.03,-0.03,,-0.03,,-0.01,-0.04,-0.03,-0.01,-0.01,-0.02,,,,,-0.01,-0.03,-0.02,-0.02,,,-0.03,-0.01,,,-0.06,-0.03,-0.05,-0.01,-0.07,-0.03,,,-0.02,-0.01,,-0.02,,,,,,,,-0.01,,,,-0.01,-0.01,,-0.01,-0.03,,-0.04,-0.02,,-0.02,,,-0.01,-0.02,,,-0.02,-0.02,-0.01,,-0.03,3_year
1/1/2006,0.15,-0.05,-0.03,-0.01,-0.04,0.00,-0.01,-0.13,-0.02,,-0.02,-0.04,-0.01,,-0.02,-0.03,-0.01,-0.06,-0.03,-0.01,-0.06,-0.02,-0.02,,-0.03,-0.02,-0.02,-0.03,-0.03,-0.01,-0.02,-0.01,,,-0.03,-0.04,-0.04,-0.03,-0.02,-0.03,-0.02,-0.03,-0.03,-0.07,-0.02,-0.02,-0.02,-0.03,,-0.03,,-0.02,-0.02,-0.04,-0.04,-0.09,-0.01,-0.08,-0.05,-0.21,-0.04,-0.04,0.00,-0.03,-0.05,,-0.01,-0.02,-0.03,-0.02,-0.03,,-0.04,-0.02,-0.10,-0.04,-0.15,-0.01,-0.02,,,-0.09,-0.03,-0.02,-0.07,-0.01,-0.06,-0.02,,-0.06,-0.05,-0.03,-0.02,-0.22,-0.02,0.00,-0.07,-0.04,-0.06,-0.06,,-0.02,-0.09,,,-0.01,-0.07,-0.08,,-0.01,-0.01,,-0.03,-0.06,,0.01,-0.01,,,-0.03,-0.01,-0.05,-0.33,,-0.03,,,,-0.05,,,-0.01,,,,-0.01,-0.02,-0.04,,-0.05,-0.01,,-0.27,-0.03,-0.08,-0.01,,,-0.08,,-0.01,-0.01,-0.01,,,-0.02,,-0.02,-0.02,,-0.04,,,,,-0.03,,,,,-0.02,,,,-0.07,-0.02,,-0.02,,0.00,,0.00,,,-0.01,,-0.01,,-0.06,-0.04,-0.02,0.00,-0.03,-0.03,-0.02,-0.02,,-0.02,-0.01,,-0.10,-0.05,-0.05,,-0.03,,-0.01,-0.04,-0.04,-0.02,-0.01,-0.04,,,,,-0.02,-0.04,-0.04,-0.02,,,-0.05,0.00,,,-0.08,-0.04,0.04,-0.01,-0.07,-0.04,,,-0.01,-0.02,,-0.03,,,,-0.07,,,,-0.02,,,,-0.01,-0.01,,-0.01,-0.06,,-0.04,-0.01,,-0.01,,,-0.01,-0.03,,,-0.04,-0.01,-0.02,,-0.04,3_year
1/1/2007,0.04,-0.04,-0.03,-0.01,-0.05,-0.01,-0.01,-0.09,-0.02,,-0.02,-0.04,-0.01,,-0.02,-0.01,0.00,-0.06,-0.02,-0.01,-0.04,-0.01,-0.02,,-0.03,-0.01,-0.01,-0.03,-0.03,-0.01,-0.01,-0.01,,,-0.02,-0.03,-0.02,-0.03,-0.01,-0.04,-0.02,-0.02,-0.03,-0.05,-0.01,-0.03,-0.01,-0.02,,-0.02,,-0.02,-0.01,-0.03,-0.04,-0.06,-0.08,-0.06,-0.03,-0.11,-0.04,-0.03,-0.01,-0.02,-0.06,,-0.02,-0.02,-0.02,-0.02,-0.03,,-0.04,-0.02,-0.06,-0.03,-0.13,-0.01,-0.01,,,-0.13,-0.02,-0.03,-0.04,-0.01,-0.03,-0.02,,-0.04,-0.04,-0.03,-0.01,-0.19,-0.02,-0.01,-0.07,-0.03,-0.04,-0.06,,-0.02,-0.05,,,-0.01,-0.07,-0.03,,-0.01,-0.01,,-0.03,-0.05,,-0.01,-0.02,,,-0.04,-0.01,-0.03,-0.26,,-0.02,,,,-0.04,,,-0.01,,,,-0.01,-0.02,-0.04,,-0.05,-0.01,,-0.30,-0.02,-0.09,-0.01,,,-0.07,,-0.01,-0.01,-0.01,,,-0.02,,-0.02,-0.02,,-0.04,,,,,-0.03,,,,,-0.02,,,,-0.06,-0.02,,-0.01,,-0.01,,-0.01,,,-0.01,,0.00,,-0.06,-0.05,-0.05,0.00,-0.03,-0.02,-0.03,-0.01,,-0.02,-0.01,,-0.09,-0.04,-0.05,-0.01,-0.02,,-0.01,-0.04,-0.06,-0.02,-0.01,-0.04,,,,,-0.03,-0.04,-0.03,-0.02,,,-0.05,0.00,,,-0.08,-0.04,-0.03,-0.01,-0.06,-0.03,,-0.04,-0.02,-0.02,,-0.03,,,,-0.02,,,,-0.02,,,,-0.02,-0.02,,-0.01,-0.05,,-0.03,-0.02,,0.00,,,-0.01,-0.02,,,-0.04,-0.01,-0.02,,-0.04,3_year
1/1/2008,0.04,-0.02,-0.01,0.00,-0.01,-0.01,0.00,-0.01,0.00,,0.00,-0.01,0.00,,0.00,0.00,0.00,-0.02,-0.01,0.00,-0.02,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,-0.01,0.00,0.00,0.00,,0.00,-0.01,0.00,0.00,-0.01,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,-0.01,0.00,-0.01,,0.00,,0.00,0.00,-0.01,-0.02,-0.01,-0.01,-0.01,0.01,-0.01,-0.01,-0.01,0.01,0.00,-0.02,,-0.01,0.00,0.00,0.00,-0.02,,-0.01,0.00,-0.01,-0.01,-0.03,0.00,0.00,,,-0.03,0.00,-0.01,-0.01,0.00,0.00,-0.01,,-0.01,-0.01,-0.01,0.00,-0.07,0.00,0.00,-0.01,-0.01,-0.01,-0.03,,0.00,0.00,,,0.00,-0.01,-0.01,,0.00,0.00,,-0.01,-0.02,,0.00,-0.01,,,-0.02,0.00,-0.01,-0.05,,-0.01,,,,-0.01,,,-0.01,0.00,,,0.00,0.00,-0.01,,-0.01,0.00,,-0.06,0.00,-0.04,0.00,,,-0.02,,0.00,0.00,0.00,,,-0.01,,0.00,0.00,,-0.01,,,,,-0.01,,,,,0.00,,0.00,,-0.02,0.00,,0.00,,-0.01,,0.00,,,0.00,,0.00,,-0.02,-0.02,-0.01,0.00,-0.01,0.00,-0.01,0.00,,-0.01,0.00,,-0.03,-0.01,-0.01,0.00,0.00,,0.00,-0.01,-0.02,-0.01,0.00,-0.01,,,,,-0.01,-0.01,-0.01,-0.01,,,-0.01,0.00,,,-0.02,-0.01,0.00,0.00,-0.02,-0.01,,-0.02,-0.01,0.00,,-0.01,,,,0.02,,,,-0.01,,,,0.00,0.00,,0.00,-0.02,,-0.01,-0.01,,0.00,,,-0.01,-0.01,,,-0.01,0.00,-0.01,,-0.02,3_year
1/1/2009,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,-0.01,,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,,,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,,,0.00,-0.01,0.00,0.00,0.00,0.00,,0.00,-0.01,,0.00,0.00,0.00,,-0.01,0.00,0.00,-0.01,,0.00,,,,0.00,,,0.00,0.00,,,0.00,0.00,0.00,,-0.01,0.00,,0.00,0.00,-0.01,0.00,,,0.00,,0.00,0.00,0.00,,,0.00,,0.00,0.00,,0.00,,,,,0.00,,,,,0.00,,0.00,,-0.01,0.00,,0.00,,-0.01,,0.00,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,-0.01,0.00,0.00,0.00,,,,,-0.01,0.00,0.00,0.00,,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,,-0.01,-0.01,0.00,,0.00,,,,0.00,,,,0.00,,,,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,,,0.00,0.00,,,0.00,-0.01,0.00,,0.00,3_year
1/1/2010,0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.02,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,-0.01,0.00,0.00,0.00,,0.00,,,,0.00,,,0.00,0.00,,,0.00,0.00,0.00,,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,,,0.00,,0.00,0.00,0.00,,,0.00,,0.00,0.00,,0.00,,,,,0.00,,,,,0.00,,0.00,,0.00,0.00,-0.02,0.00,,0.00,,0.00,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,,-0.01,0.00,0.00,,0.00,0.00,,,-0.01,-0.01,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,,,0.00,-0.01,,,0.00,-0.01,0.00,,0.00,3_year
1/1/2011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,-0.02,-0.01,0.01,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,0.00,-0.01,0.00,0.00,0.00,,0.00,0.00,,,0.00,-0.01,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,-0.02,,0.00,,,,0.00,,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.01,0.02,-0.01,0.01,0.00,,,0.00,,0.00,0.00,0.00,,,0.00,-0.01,0.00,-0.01,,0.00,,,,,0.00,,,,,0.00,0.00,0.00,,0.00,0.00,-0.03,0.00,,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,-0.01,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,,,-0.02,0.00,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,,,0.00,0.00,,,0.00,0.00,0.00,,0.00,3_year
